4787,5Kap Dra,109387,125.21,47.26,3.87,  B6IIIpe           
4788,,109409,299.8,18.1,5.77,  G1V               
4789,23    Com,109485,262.15,84.14,4.81,  A0IV              
4790,,109492,301.05,0.97,6.22,  G3III             
4791,24    Com,109510,278.83,80.48,6.56,  A9Vm              
4792,24    Com,109511,278.86,80.48,5.02,  K2III             
4793,,109519,266.81,83.58,5.85,  K1III             
4794,,109536,299.75,21.75,5.13,  A7III             
4795,6    Dra,109551,125.02,47.04,4.94,  K3III*            
4796,,109573,299.72,22.91,5.8,  A0V               
4797,,109585,298.04,42.2,6.2,  F0III             
4798,Alp Mus,109668,301.66,-6.3,2.69,  B2IV-V            
4799,25    Vir,109704,296.26,56.85,5.87,  A3V               
4800,,109729,126.49,57.54,5.5,  M4IIIe            
4801,25    Com,109742,283.77,79.42,5.68,  K5III             
4802,Tau Cen,109787,300.59,14.27,3.86,  A2V               
4803,,109799,299.17,35.63,5.45,  F1IV              
4804,,109857,302.14,-12.52,6.49,  B8Vne             
4805,,109860,294.73,65.94,6.33,  A1V               
4806,,109867,301.71,-4.35,6.25,  B1Ia              
4807,,109896,295.32,64.53,5.71,  M3+IIIbCa0.5      
4808,,109914,293.68,69.63,7.08,  M4.5IIIe          
4809,,109931,298.71,44.52,6, dA6                
4810,,109960,299.77,32.37,5.89,  K2-3III           
4811,9    CVn,109980,132.88,76.01,6.37,  A7Vn              
4812,,109996,270.09,84.72,6.38,  K1III             
4813,26Chi Vir,110014,297.7,54.75,4.66,  K2III-IIIbCN1     
4814,,110020,301.78,-3.67,6.26,  B8V               
4815,26    Com,110024,277.43,83.32,5.46,  G9III             
4816,,110066,138.51,80.81,6.45,  A0pSrCrEu         
4817,,110073,300.53,22.83,4.64,  B8II/III          
4818,,110287,301.12,16.69,5.84,  K4III             
4819,Gam Cen,110304,301.26,13.88,2.17,  A1IV              
4820,,110311,302.1,-6.55,6.33,  F7Ib-G2           
4821,,110317,299.1,49.78,6.08,  F3Vn              
4822,,110318,299.1,49.78,5.98,  F5V               
4823,,110335,301.73,3.16,4.93,  B6IVe             
4824,27    Vir,110377,294.55,73.14,6.19,  A7Vn              
4825,29Gam Vir,110379,297.85,61.33,3.65,  F0V               
4826,29Gam Vir,110380,297.85,61.33,3.68,  F0V               
4827,,110385,299.84,43.06,6.03,  F3-5III           
4828,30Rho Vir,110411,294.88,72.96,4.88,  A0V               
4829,31    Vir,110423,296.18,69.55,5.59,  A2V               
4830,,110432,301.96,-0.2,5.31,  B1IIIe            
4831,,110458,301.43,14.03,4.66,  K0III             
4832,,110461,301.72,6.9,6.08,  B9V               
4833,76    UMa,110462,124.87,54.38,6.07,  A2III             
4834,,110506,301.77,6.68,6,  B7-8V             
4835,,110532,301.9,3.95,6.4,  K0-1III           
4836,,110575,301.28,22.67,6.44,  A8V:              
4837,,110646,298.88,61.23,5.93,  G8IIIp            
4838,,110653,301.25,26.5,6.39,  A0V               
4839,,110666,300.95,34.52,5.48,  K4III             
4840,,110678,124.73,55.94,6.38,  K0                
4841,,110716,302.35,-5.97,6.16,  F6Ia              
4842,Iot Cru,110829,302.23,1.88,4.69,  K0III             
4843,,110834,127.22,72.97,6.33,  F6IV              
4844,Bet Mus,110879,302.45,-5.24,3.05,  B2.5V             
4845,10    CVn,110897,128.81,77.78,5.95,  G0V               
4846,,110914,126.45,71.65,4.99,  C7I               
4847,32    Vir,110951,298.61,70.5,5.22,  F0IIIm            
4848,,110956,302.23,6.38,4.65,  B3V               
4849,33    Vir,111028,298.79,72.38,5.67,  K1III-IV          
4850,,111032,301.81,29.55,5.86,  K3III             
4851,27    Com,111067,296.68,79.39,5.12,  K3III             
4852,,111112,123.29,36.5,6.4,  A5m               
4853,Bet Cru,111123,302.46,3.18,1.25,  B0.5III           
4854,,111133,299.9,68.8,6.34,  A0pSrEuCr         
4855,34    Vir,111164,299,74.8,6.07,  A3V               
4856,,111199,301.18,56.56,6.26,  F7V               
4857,,111226,301.91,38.01,6.44,  B8III             
4858,35    Vir,111239,300.7,66.43,6.41,  M3IIIb            
4859,,111270,123.74,54.34,5.89,  A9V               
4860,,111295,302.12,35.27,5.66,  G5III-IV          
4861,28    Com,111308,299.63,76.4,6.56,  A1V               
4862,,111315,302.8,-9.11,5.55,  G8Ib-II           
4863,7    Dra,111335,123.53,50.33,5.43, gK5                
4864,,111395,288.28,87.64,6.31,  G7V               
4865,29    Com,111397,300.2,76.98,5.7,  A1V               
4866,11    CVn,111421,124.18,68.66,6.27,  A6m               
4867,,111456,123.56,56.81,5.85,  F5V               
4868,,111463,302.78,2.47,6.75,  A3II              
4869,30    Com,111469,171.1,89.36,5.78,  A2V               
4870,Iot Oct,111482,303.01,-22.25,5.46,  K0III             
4871,,111519,302.74,14.41,6.24,  A0V               
4872,,111588,302.86,10.08,5.73,  A5V               
4873,,111591,299.36,85.73,6.43,  K0III             
4874,,111597,302.75,28.87,4.91,  A0IV              
4875,,111604,124.31,79.61,5.89,  A3V               
4876,,111613,302.91,2.54,5.72,  A2Iabe            
4877,,111720,302.91,52.53,6.41,  G8III             
4878,37    Vir,111765,303.04,65.93,6.02, gK4                
4879,,111774,303.04,23.19,5.98,  B8V               
4880,,111775,303.05,14.78,6.33,  A0IV              
4881,,111786,303.08,36.13,6.15,  A0III             
4882,,111790,303.08,9.04,6.24,  G8Ib-II           
4883,31    Com,111812,114.93,89.58,4.94,  G0III             
4884,32    Com,111862,303.98,79.94,6.32,  M0III             
4885,,111884,303.17,7.92,5.93,  K2III             
4886,,111893,304.22,78.99,6.3,  A7V               
4887,,111904,303.17,2.54,5.76,  B9Ia              
4888,,111915,303.22,13.93,4.33,  K3-4III           
4889,,111968,303.34,22.69,4.27,  A7III             
4890,Kap Cru,111973,303.23,2.49,5.9,  B5Ia              
4891,38    Vir,111998,303.79,59.32,6.11,  F5V               
4892,,112014,123.01,33.71,5.85,  A0V+A2V           
4893,,112028,123.01,33.72,5.28,  A1IIIShell        
4894,35    Com,112033,307.21,84.1,4.9,  G8III+F6V         
4895,,112044,303.32,4.44,6.58,  F7Ib-II           
4896,,112048,303.98,58.64,6.44,  K0                
4897,Lam Cru,112078,303.35,3.72,4.62,  B4Vne             
4898,Mu 1Cru,112092,303.36,5.69,4.03,  B2IV-V            
4899,Mu 2Cru,112091,303.37,5.7,5.17,  B5Vne             
4900,41    Vir,112097,305.23,75.28,6.25,  A7III             
4901,,112131,304.06,51.22,6,  A2V               
4902,40Psi Vir,112142,304.14,53.33,4.79,  M3-IIICa-1        
4903,,112164,303.61,18.72,5.89,  G1V               
4904,,112171,117.74,83.57,6.26,  A7IV              
4905,77Eps UMa,112185,122.18,61.16,1.77,  A0pCr             
4906,,112213,303.69,19.95,5.47,  M0III             
4907,,112219,303.33,-9.32,5.93,  G8III             
4908,,112244,303.55,6.03,5.32,  O9Ib              
4909,,112264,121.2,69.92,5.84,  M5III             
4910,43Del Vir,112300,305.53,66.25,3.38,  M3+III            
4911,,112304,304.52,47.53,6.17,  A0Vn              
4912,,112374,304.34,36.4,6.62,  F3Ia              
4913,,112409,303.83,11.66,5.16,  B8-9V             
4914,12Alp1CVn,112412,118.31,78.77,5.6,  F0V               
4915,12Alp2CVn,112413,118.29,78.77,2.9,  A0pSiEuHg         
4916,8    Dra,112429,122.26,51.68,5.24,  F0V               
4917,,112486,121.36,63.01,5.82,  A5m               
4918,,112519,304.78,40.1,6.31,  G5                
4919,,112570,119.92,70.92,6.12,  K0III-IV          
4920,36    Com,112769,313.41,80.13,4.78,  M1-IIIb           
4921,44    Vir,112846,306.92,59,5.79,  A3V               
4922,,112935,305.11,29.33,6.02,  F0V               
4923,Del Mus,112985,303.8,-8.69,3.62,  K2III             
4924,37    Com,112989,95.6,85.86,4.9,  G9IIICH-2Fe1Ca1   
4925,46    Vir,112992,307.43,59.42,5.99,  K2III             
4926,,113022,317.04,80.99,6.2,  F6V s             
4927,,113049,122.32,41.65,6.01,  K0III             
4928,9    Dra,113092,121.6,50.51,5.32,  K2III             
4929,38    Com,113095,316.09,79.75,5.96,  K0III             
4930,,113120,303.87,-8.63,6.03,  B1.5IIIne         
4931,78    UMa,113139,120.3,60.71,4.93,  F2V               
4932,47Eps Vir,113226,312.34,73.63,2.83,  G8IIIab           
4933,Xi 1Cen,113314,304.95,13.3,4.85,  A0V               
4934,,113337,121,53.48,6,  F6V               
4935,,113415,306.83,42.2,5.58,  F7V               
4936,,113436,120.31,57.35,6.53,  A3Vn              
4937,48    Vir,113459,308.99,59.06,6.59,  F0V               
4938,,113523,305.64,21.61,6.26,  M3-4III           
4939,,113602,305.13,10.7,6.43,  M1III             
4940,,113703,305.47,14.34,4.71,  B5V               
4941,,113778,305.97,21.19,5.59,  K0II-III          
4942,Xi 2Cen,113791,305.49,12.89,4.27,  B1.5V             
4943,14    CVn,113797,104.46,80.81,5.25,  B9V               
4944,,113823,304.94,2.95,5.99,  F8-G2+B9IV        
4945,,113847,114.85,71.63,5.63,  K1III             
4946,39    Com,113848,333.39,83.13,5.99,  F4V               
4947,,113852,306.44,26.91,6.54,  A0IV-III          
4948,,113865,64.11,86.23,6.54,  A3IV              
4949,40    Com,113866,340.64,84.36,5.6,  M5III             
4950,,113889,121.57,44.07,6.31,  F0V               
4951,,113902,305.37,9.34,5.71,  B8V               
4952,The Mus,113904,304.67,-2.49,5.51,  B0Ia+WC5:         
4953,,113994,119.88,55,6.14,  G7III             
4954,41    Com,113996,41.94,86.47,4.8,  K5III             
4955,49    Vir,114038,309.5,51.92,5.19,  K2III             
4956,,114092,40.56,86.32,6.19,  K4III             
4957,,114113,310.07,53.65,5.55,  K3III             
4958,45Psi Hya,114149,308.19,39.57,4.95,  K1III             
4959,,114203,310.25,53.08,6.32,  K0                
4960,,114256,317.53,72.39,5.78,  K0III             
4961,50    Vir,114287,310.31,52.28,5.94,  K5III             
4962,,114326,326.33,78.88,5.91,  K5III             
4963,51The Vir,114330,311.42,57.03,4.38,  A1IV s+Am         
4964,,114357,103.61,79.01,6.02,  K3III             
4965,,114365,305.95,10.19,6.06,  ApSi              
4966,,114371,304.69,-7.14,5.91,  F3IV-V            
4967,15    CVn,114376,105.55,77.97,6.28,  B7III             
4968,42Alp Com,114378,327.96,79.49,5.22,  F5V               
4969,42Alp Com,114379,327.96,79.49,5.22,  F5V               
4970,,114435,306.83,20.49,5.79,  F7IV              
4971,17    CVn,114447,105.17,77.98,5.91,  A9III-IV          
4972,,114461,305.23,-0.52,6.33,  A8II-III          
4973,,114474,306.77,19.35,5.25,  K1-2III           
4974,,114504,119.22,54.77,6.54,  A1V               
4975,,114529,305.55,2.85,4.6,  B8V               
4976,,114533,304.12,-15.63,5.85,  F8Ib              
4977,,114570,305.09,-3.44,5.9,  A0Vm:             
4978,,114576,308.53,36.1,6.5,  A5Vn              
4979,,114613,307.43,24.89,4.85,  G3V               
4980,,114630,305.63,2.94,6.16,  G0V               
4981,53    Vir,114642,310.12,46.39,5.04,  F5III-IV          
4982,,114707,307.12,20,6.22,  K0III             
4983,43Bet Com,114710,43.33,85.4,4.26,  F9.5V             
4984,,114724,2.47,84.52,6.33,  K1III             
4985,,114772,306.48,12.02,5.89,  B9V               
4986,,114780,321.61,73.66,5.77,  M0III             
4987,,114793,334.19,80.31,6.53,  G8III             
4988,,114835,305.89,4.06,5.89,  K0-1III           
4989,,114837,305.87,3.64,4.92,  F7IV              
4990,54    Vir,114846,310.15,43.74,6.28,  B9III             
4991,,114873,307.29,19.54,6.16,  K4III             
4992,,114889,334.87,80.22,6.11,  G8III             
4993,Eta Mus,114911,305.18,-5.13,4.8,  B8V               
4994,,114912,305.03,-6.9,6.37,  K2-3III           
4995,55    Vir,114946,310.21,42.62,5.33,  G6V               
4996,,114971,306.86,13.74,5.89,  K1III             
4997,,115004,104.83,76.18,4.92,  G8IIIaCN0.5       
4998,,115046,322.99,73.3,5.67,  M0III             
4999,,115050,308.26,26.26,6.19,  K1III             
5000,,115149,305.59,-2.4,6.07,  F5V               
5001,57    Vir,115202,310.77,42.56,5.22,  K1III-IV          
5002,,115211,305.47,-4.04,4.87,  K2Ib-II           
5003,,115227,120.66,44.23,6.59,  A2V               
5004,19    CVn,115271,104.57,75.4,5.79,  A7V               
5005,,115308,315.84,60.85,6.68,  F1IV              
5006,,115310,309.26,31.05,5.1,  K1III             
5007,,115319,339.43,80.12,6.45,  G8III             
5008,,115331,307.82,18.65,5.84,  Am                
5009,,115337,121.85,36.61,6.25,  K0Ib              
5010,,115365,342.33,80.67,6.45,  F0V               
5011,59    Vir,115383,322.8,71.31,5.22,  G0V s             
5012,,115439,305.11,-9.28,6.04,  K3III             
5013,,115478,328.35,75.26,5.33,  K3III             
5014,,115488,316.69,61.5,6.37,  F0V               
5015,60Sig Vir,115521,320.14,67.46,4.8,  M1III             
5016,,115529,307.25,11.36,6.19,  A0V               
5017,20    CVn,115604,102.73,75.52,4.73,  F3III             
5018,,115612,119.46,48.55,6.2,  B9.5V             
5019,61    Vir,115617,311.88,44.1,4.74,  G6V               
5020,46Gam Hya,115659,311.1,39.26,3,  G8-IIIa           
5021,,115709,319.73,65.66,6.62,  A1IV              
5022,,115723,84.77,80.93,5.82,  K4.5III           
5023,21    CVn,115735,111.85,66.87,5.15,  A0V               
5024,,115778,306.6,2.89,6.18,  F3-F5II           
5025,,115810,88.19,80.06,6.02,  F0IV              
5026,,115823,307.41,9.87,5.48,  B6V               
5027,,115842,307.08,6.83,6.02,  B0.5Ia            
5028,Iot Cen,115892,309.42,25.79,2.75,  A2V               
5029,,115912,308.17,15.69,5.77,  K1III             
5030,,115967,305.37,-9.42,6.05,  B6V               
5031,,115995,320.32,64.82,6.26,  A3V               
5032,23    CVn,116010,100.09,75.67,5.6,  K1III             
5033,,116061,312.61,42.82,6.21,  A2V               
5034,,116072,306.7,1.67,6.18,  B2.5Vn            
5035,,116087,306.71,1.65,4.53,  B3V               
5036,,116084,307.73,10.4,5.83,  B2.5Ib            
5037,,116160,320.35,63.93,5.69,  A2V               
5038,,116197,308.36,14.6,6.16,  A4V               
5039,,116226,308.31,13.98,6.38,  B6IV              
5040,64    Vir,116235,322.72,66.84,5.87,  A2m               
5041,,116243,306.42,-1.88,4.53,  G6II              
5042,Iot1Mus,116244,305.17,-12.16,5.05,  K0III             
5043,,116278,310.53,29.21,6.22,  M1III             
5044,63    Vir,116292,313.5,44.49,5.37,  KIII              
5045,,116303,104.7,72.12,6.35,  A7m               
5046,,116338,308.29,12.71,6.48,  G8III             
5047,65    Vir,116365,317.64,57.03,5.89,  K3III             
5048,,116457,306.56,-1.85,5.31,  F2III             
5049,,116458,305.8,-7.95,5.67,  ApHgMn:           
5050,66    Vir,116568,318.08,56.73,5.75,  F3-4V s           
5051,Iot2Mus,116579,305.34,-11.99,6.63,  B9V               
5052,,116581,90.25,77.95,6.07,  M3III             
5053,,116594,332.35,73.39,6.44,  K0III             
5054,79Zet UMa,116656,113.11,61.58,2.27,  A1VpSrSi          
5055,79Zet UMa,116657,113.11,61.58,3.95,  A1m               
5056,67Alp Vir,116658,316.11,50.84,0.98,  B1III-IV+B2V      
5057,,116706,11.48,81.73,5.78,  A3IV              
5058,,116713,310.14,22.63,5.09,  K0.5III:Ba3       
5059,,116831,320.78,60.47,5.97,  A7III             
5060,,116835,310.04,20.88,5.69,  K3III             
5061,,116836,308.91,13.31,6.31,  A0III-IV          
5062,80    UMa,116842,112.77,61.47,4.01,  A5V               
5063,,116862,308.92,13.07,6.28,  B3IV              
5064,68    Vir,116870,316.18,49.25,5.25,  M0III             
5065,,116873,310.31,22.2,6.4,  G8/K0III          
5066,,116890,306.19,-6.99,6.2,  ApSi              
5067,,116957,105.14,69.88,5.88, gK0                
5068,69    Vir,116976,315.45,46.02,4.76,  K0-III-IVCN2Fe0.5 
5069,,117025,306.95,-2.1,6.11,  ApSrEuCr          
5070,,117043,116.41,53.43,6.5,  G6V               
5071,,117150,308.99,11.26,5.06,  A1V               
5072,70    Vir,117176,337.69,74.11,4.98,  G4V               
5073,,117187,119.27,44.49,5.79,  M1IIIab           
5074,,117200,116.77,51.96,6.66,  F0                
5075,,117201,116.75,51.98,7.04,  F0                
5076,,117242,110.49,63.49,6.34,  F0                
5077,,117261,95.99,74.4,6.47,  G8III             
5078,,117267,322.16,60.09,6.43,  K0III             
5079,,117281,108.77,65.52,6.8,  F1IV              
5080,,117287,314.22,38.75,4.97,  M7IIIe            
5081,71    Vir,117304,333.33,71.42,5.65,  K0III             
5082,,117360,305.25,-14.88,6.48,  F6V               
5083,,117361,108.68,65.36,6.43,  F0IV              
5084,Kap Oct,117374,303.91,-23.01,5.58,  Am                
5085,,117376,114.52,56.57,5.4,  A1Vn              
5086,,117404,329.33,68.05,6.17,  K5                
5087,,117405,328.11,66.98,6.51,  K0                
5088,72    Vir,117436,320.03,55.1,6.09,  F2V               
5089,,117440,311.22,22.83,3.88,  G9Ib*             
5090,,117558,313.6,33.93,6.47,  A1V               
5091,,117566,120.71,38.33,5.77,  G2.5IIIbCH1       
5092,,117597,311.62,23.79,6.16,  K1III             
5093,,117651,307.27,-3.12,6.37,  A0V               
5094,73    Vir,117661,316.15,43.1,6.01,  F0IV-V            
5095,74    Vir,117675,320.78,55.21,4.69,  M2III             
5096,,117710,96.97,72.96,6.08,  K2III             
5097,,117716,313.74,33.31,5.69,  A1Vn              
5098,,117718,313.54,32.46,6.45,  F3IV              
5099,75    Vir,117789,317.47,46.34,5.55,  K1.5IIIb          
5100,76    Vir,117818,319.44,51.37,5.21,  K0III             
5101,,117833,320.76,54.23,6.68,  M7IIIe            
5102,,117876,18.61,80.28,6.11,  G8III             
5103,,117919,310.29,13.98,6.33,  B8III             
5104,,118010,313.24,28.69,6.44,  K2III             
5105,78    Vir,118022,328.27,64.41,4.94,  A1pSrCrEu         
5106,,118054,318.87,48.32,5.91,  A2pSrEu:Cr:       
5107,79Zet Vir,118098,325.25,60.39,3.37,  A3V               
5108,,118156,88.07,75.29,6.37,  F0IV              
5109,81    UMa,118214,110.49,60.74,5.6,  A0V               
5110,,118216,83.33,76.41,4.98,  F2IV              
5111,80    Vir,118219,322.71,55.77,5.73,  G6III             
5112,24    CVn,118232,104.99,66.59,4.7,  A5V               
5113,,118261,308.33,0.7,5.63,  F6V               
5114,,118266,336.59,70.14,6.49,  K1III+F6V         
5115,,118285,305.94,-13.09,6.34,  B8IV              
5116,,118295,98.48,70.79,6.84,  A7-F0III          
5117,,118319,313.47,27.47,6.5,  K0III             
5118,,118338,311.52,17.97,5.98,  G8-K0III          
5119,,118344,306.91,-7.94,6.1,  K3III             
5120,,118349,315.38,35.28,5.78,  A7III             
5121,,118354,311.13,15.71,5.9,  B8V               
5122,,118384,309.03,3.9,6.42,  K1III             
5123,,118508,21.68,79.45,5.74,  M2III             
5124,,118520,309.26,4.67,6.01,  G5Ib              
5125,,118522,306.94,-8.3,6.59,  K0III             
5126,,118536,104.68,66.01,6.49,  K1III             
5127,25    CVn,118623,78.96,76.61,4.82,  A7III             
5128,,118646,315.08,32.19,5.83,  F5V               
5129,,118660,345.58,73.18,6.52,  A9V s             
5130,,118666,308.14,-2.2,5.79,  F3III-IV          
5131,,118686,119.65,40.3,6.57,  K5III:            
5132,Eps Cen,118716,310.19,8.72,2.3,  B1III             
5133,,118741,105.56,64.82,6.48,  M2II-III+K3III:   
5134,,118767,310.89,12.17,6,  M5III             
5135,,118781,312.92,22.19,6.27,  M4III             
5136,,118799,312.88,21.88,5.6,  K2/3III           
5137,,118839,356.46,75.91,6.48,  K3III             
5138,,118889,339.9,70.08,5.57,  F0V               
5139,,118904,117.72,45.42,5.5, gK2                
5140,,118978,309.46,3.44,5.38,  B9III             
5141,,118991,310.25,7.6,5.01,  B8Vn              
5142,82    UMa,119024,107.04,62.7,5.46,  A3Vn              
5143,,119035,55.83,78.65,6.21,  G5II:             
5144,1    Boo,119055,3.08,76.64,5.75,  A1V               
5145,,119081,40.68,79.06,6.23,  K3III             
5146,,119086,317.55,38,6.59,  A0                
5147,,119090,314.8,28.11,6.05,  K0e-M4IIe         
5148,,119124,104.46,64.82,6.32,  F7-9V             
5149,2    Boo,119126,13.26,77.84,5.62,  G9III             
5150,82    Vir,119149,323.42,52.16,5.01,  M1.5III           
5151,,119159,309.98,5.4,6,  B0.5III           
5152,,119193,311.19,11.25,6.41,  M0III             
5153,,119213,110.18,58.69,6.29,  A2VpSrCrEu        
5154,83    UMa,119228,108.18,61.01,4.66,  M2IIIabBa0.5      
5155,,119250,313.2,20.44,5.98,  K0III             
5156,,119288,337.96,67.74,6.16,  F3Vp              
5157,,119361,313.2,19.76,5.98,  B8III             
5158,,119419,311.35,10.99,6.47,  A0pSiCr           
5159,84    Vir,119425,332.78,63.38,5.36,  K2III             
5160,,119445,90.49,72.09,6.3,  G6III             
5161,,119458,71.71,76.51,5.98,  G5III             
5162,,119476,114.42,51.47,5.85,  A2V               
5163,,119537,326.12,54.99,6.51,  A1V               
5164,,119584,15.32,77.35,6.13,  K4III             
5165,83    Vir,119605,321.03,44.82,5.6,  G0Ib-IIa          
5166,,119623,317.81,35.83,6.21,  K0                
5167,,119752,317.84,35.18,5.81,  A1Vn              
5168,1    Cen,119756,315.86,28.46,4.23,  F3IV              
5169,,119765,104.91,63.19,6.02,  A1V               
5170,85    Vir,119786,321.56,45.14,6.19,  A2Vn              
5171,,119796,309.3,-0.41,6.51,  K00-Iae           
5172,,119834,311.63,10.5,4.65,  G8-K0III          
5173,86    Vir,119853,323.16,48.29,5.51,  G8III             
5174,,119921,315.28,25.29,5.15,  A0V               
5175,,119938,312.02,11.63,5.91,  A3mA5F0           
5176,,119971,312.04,11.55,5.45,  K2III             
5177,,119992,107.97,59.66,6.5,  F7IV-V            
5178,,120033,324.99,50.76,6.05,  K5III             
5179,,120047,87.52,72.06,5.87,  A5V               
5180,,120048,81.11,73.84,5.94,  G9III             
5181,87    Vir,120052,321.28,43.01,5.43,  M2IIIab           
5182,3    Boo,120064,29.48,77.55,5.95,  G5III+A7V:        
5183,,120066,337.86,65.38,6.33,  G0-1IV-V          
5184,,120084,119.56,38.73,5.91, gG7                
5185,4Tau Boo,120136,358.95,73.88,4.5,  F6IV              
5186,,120164,80.9,73.71,5.5,  K0III+F8V         
5187,84    UMa,120198,106.38,60.89,5.7,  B9pEuCr           
5188,,120213,305.09,-20.06,5.95,  K2.5IIIaCH-3Ba0.5 
5189,,120237,315.87,25.72,6.53,  G3IV-V            
5190,Nu  Cen,120307,314.41,19.89,3.41,  B2IV              
5191,85Eta UMa,120315,100.69,65.32,1.86,  B3V               
5192,2    Cen,120323,316.32,26.91,4.19,  M4.5III           
5193,Mu  Cen,120324,314.24,19.12,3.04,  B2IV-Ve           
5194,,120404,308.23,-7.15,5.75,  K5-M0III          
5195,,120420,54.35,76.88,5.62,  K0III             
5196,89    Vir,120452,321.93,42.57,4.97,  K0.5III-IIIb      
5197,,120455,318.07,32.06,6.18,  A0V               
5198,,120457,315.03,21.58,6.44,  K1III             
5199,,120499,82.66,72.77,7.4,  M6IIIe            
5200,5Ups Boo,120477,355.81,72.4,4.07,  K5.5III           
5201,6    Boo,120539,12.25,75.49,4.91,  K4III             
5202,,120544,321.42,40.84,6.53,  G5III-IV:+A5:     
5203,,120565,121.01,34.18,5.98,  G9III             
5204,,120600,74.14,74.42,6.38,  A7IV-V            
5205,,120602,338.54,64.21,6.01,  K0                
5206,,120640,313.53,14.73,5.77,  B2Vp              
5207,,120642,312.14,8.97,5.25,  B9V               
5208,,120672,316.24,24.88,6.35,  F6IV-V            
5209,,120690,319.96,36.49,6.45,  G5V               
5210,3    Cen,120709,317.28,28.19,4.56,  B5IIIp            
5211,3    Cen,120710,317.28,28.19,6.06,  B8V               
5212,,120759,317.74,29.5,6.12,  F7V               
5213,,120787,111.06,54.27,5.96,  G3V               
5214,,120818,67.5,75.13,6.65,  A5IV              
5215,,120819,67.1,75.16,5.87,  M2III             
5216,,120874,108.83,56.94,6.46,  A3V               
5217,,120908,312.25,8.37,5.89,  B5III             
5218,,120913,308.92,-5.52,5.71,  K2III             
5219,,120933,66.1,75.14,4.74,  K5III             
5220,,120934,349.54,69.32,6.04,  A1V               
5221,4    Cen,120955,317.93,29.14,4.73,  B4IV              
5222,,120987,316.88,25.52,5.54,  F4V               
5223,,120991,313.84,14.42,6.1,  B2IIIe            
5224,,121056,317.06,25.84,6.19,  K1IV-V            
5225,7    Boo,121107,3.3,73.05,5.7,  G5III             
5226,10    Dra,121130,112.77,51.21,4.65,  M3.5III           
5227,,121146,114.79,47.86,6.4,  K2IV              
5228,,121156,319.27,32.3,6.04,  K2III             
5229,,121164,42.88,76.28,5.9,  A7V               
5230,,121190,312.77,9.49,5.71,  B9V               
5231,Zet Cen,121263,314.07,14.19,2.55,  B2.5IV            
5232,90    Vir,121299,333.47,57.57,5.15,  K2III             
5233,,121325,328.8,51.59,6.19,  F8V+G0            
5234,,121336,312.44,7.54,6.14,  A1V               
5235,8Eta Boo,121370,5.3,73.03,2.68,  G0IV              
5236,,121384,312.32,6.98,6,  G6IV-V            
5237,,121397,318.73,29.61,6.51,  G8III             
5238,86    UMa,121409,103.76,61.01,5.7,  A0V               
5239,,121416,314.39,14.83,5.83,  K1III             
5240,,121439,306.44,-16.19,6.09,  B9III             
5241,,121474,310.19,-1.75,4.71,  K1.5III           
5242,,121557,309.74,-3.82,6.2,  K0III             
5243,,121560,355.12,70.09,6.16,  F6V               
5244,92    Vir,121607,336.53,59.61,5.91,  A8V               
5245,,121682,56.03,75.11,6.32,  F4IV-V            
5246,,121699,322.14,37.37,6.14,  K0                
5247,9    Boo,121710,38.12,75.54,5.01,  K3III             
5248,Phi Cen,121743,315.98,19.07,3.83,  B2IV              
5249,Ups1Cen,121790,315.29,16.45,3.87,  B2IV-V            
5250,47    Hya,121847,321.66,35.45,5.15,  B8VpShell         
5251,,121853,313.86,11.06,5.91,  G8-K0III          
5252,,121901,311.06,0.3,6.49,  F1III-IV          
5253,,121932,309.85,-4.33,5.97,  F2III             
5254,,121980,357.75,69.98,6,  K5III             
5255,10    Boo,121996,17.02,73.78,5.76,  A0V s             
5256,,122064,109.61,53.9,6.37,  K3V               
5257,48    Hya,122066,322.04,35.31,5.77,  F7V               
5258,,122106,333.84,55.17,6.4,  F8V               
5259,,122210,317.12,20.72,6.13,  K1III             
5260,Ups2Cen,122223,315.6,15.53,4.34,  F6II              
5261,The Aps,122250,307.22,-14.54,5.5,  M6.5III:          
5262,,122365,348.38,65.4,5.99,  A2V               
5263,11    Boo,122405,37.9,74.51,6.23,  A7III             
5264,93Tau Vir,122408,339.22,59.38,4.26,  A3V               
5265,,122430,321.7,32.84,5.48,  K3III             
5266,,122438,312.87,5.26,5.92,  K2III             
5267,Bet Cen,122451,311.77,1.25,0.61,  B1III             
5268,,122510,320.29,28.76,6.18,  F8V               
5269,,122532,317.16,19.45,6.11,  ApSi              
5270,,122563,350.17,65.8,6.2,  F8IV              
5271,,122675,90.56,66.67,6.27,  K2III             
5272,,122703,324.15,37.45,6.3,  F5III             
5273,,122742,352.46,66.45,6.3,  G8V               
5274,,122744,347.39,64,6.26,  G9III             
5275,,122797,343.99,61.85,6.24,  F4V               
5276,,122815,334.07,53.03,6.39,  K0                
5277,,122837,327.95,44.32,6.28,  G6III             
5278,,122844,313.63,6.65,6.17,  A5III-IV          
5279,,122862,308,-12.75,6.02,  G2-3IV            
5280,,122866,98.11,62.57,6.15,  A2V               
5281,,122879,312.26,1.79,6.42,  B0Ia              
5282,,122909,113.63,47.16,6.34,  K5                
5283,,122910,341.25,59.61,6.28,  K0                
5284,,122958,327.46,42.99,6.56,  A4V               
5285,Chi Cen,122980,317.73,19.54,4.36,  B2V               
5286,,123004,317.15,17.71,6.2,  G8III             
