2611,,51823,238.42,-10.91,6.23,  B2.5V             
2612,,51825,245.83,-14.26,6.23,  F8IV-V            
2613,,51892,207.3,5.08,6.35,  B7III             
2614,,51925,238.12,-10.67,6.37,  B2.5III           
2615,41    Gem,52005,199.48,9.16,5.68,  K3Ib              
2616,,52018,236.55,-9.82,5.59,  B3V               
2617,,52030,144.56,26.67,6.5,  K0III             
2618,21Eps CMa,52089,239.83,-11.33,1.5,  B2II              
2619,,52092,244.61,-13.49,5.06,  B3V               
2620,,52100,184.3,16.06,6.59,  A9IV              
2621,,52140,241.72,-12.16,6.42,  B3V               
2622,,52265,218.72,-0.48,6.3,  G0III-IV          
2623,,52273,233.19,-7.94,6.26,  B2-3IV-V:         
2624,,52312,221.43,-1.85,5.96,  B9III             
2625,,52348,231.93,-7.21,6.31,  B4III             
2626,,52362,255.83,-17.88,6.22,  A0V               
2627,,52382,222.17,-2.15,6.49,  B1Ib              
2628,,52437,233.72,-8.03,6.53,  B2IV-Vne          
2629,,52479,209.8,4.47,6.63,  A3V s             
2630,42Ome Gem,52497,192.18,13.06,5.18,  G5IIa-Ib          
2631,,52554,198.17,10.35,5.94,  M1                
2632,,52556,200.37,9.28,5.74, gK1                
2633,,52559,209.17,4.86,6.59,  B2IV-V            
2634,,52603,265.81,-21.16,6.27,  K2III             
2635,,52609,199.18,9.91,5.82,  M2III             
2636,,52611,215.32,1.71,6.17,  G5II              
2637,,52619,239.58,-10.71,6.27,  F5V               
2638,,52622,266.49,-21.37,6.45,  F2II              
2639,,52666,219.22,-0.28,5.2,  M2III             
2640,,52670,236.62,-9.23,5.63,  B2V               
2641,,52703,244.21,-12.77,6.4,  G8II-III          
2642,,52708,156.56,25,6.44,  G8III:            
2643,,52711,187.43,15.32,5.93,  G4V               
2644,,52859,164.07,23.36,6.12,  A3V s             
2645,,52860,169.25,21.93,6.38,  B9IIIn            
2646,22Sig CMa,52877,239.17,-10.27,3.47,  K7Ib              
2647,,52913,206.1,6.77,5.97,  A3V s             
2648,19    Mon,52918,218.01,0.61,4.99,  B1V               
2649,,52960,204.5,7.65,5.13,  K3III             
2650,43Zet Gem,52973,195.75,11.9,3.79,  F7-G3Ib           
2651,,52976,203.04,8.42,5.98,  K5                
2652,,53047,261.54,-19.48,5.14,  M1III             
2653,24Omi2CMa,53138,235.55,-8.23,3.02,  B3Iab             
2654,,53205,213.08,3.55,6.57,  A0V               
2655,,53208,219.11,0.38,5.62,  K3III             
2656,,53240,223.36,-1.85,6.45,  B9IIIn            
2657,23Gam CMa,53244,228.25,-4.41,4.12,  B8II              
2658,,53253,253.77,-16.43,6.43,  A0V               
2659,44    Gem,53257,193.94,13.01,6.02,  B8Vn              
2660,,53329,182.69,17.78,5.55,  G8IV              
2661,,53349,269.21,-21.79,6.02,  A8III             
2662,,53501,278.61,-24.22,5.17,  K3III             
2663,,53510,206.32,7.31,5.78,  M0III             
2664,,53629,234.11,-7.07,6.09,  K0                
2665,,53686,183.24,17.84,5.91, gK4                
2666,,53704,252.87,-15.72,5.2,  Am                
2667,,53705,254.09,-16.22,5.54,  G3V               
2668,,53706,254.09,-16.22,6.79,  K0V               
2669,,53744,188.89,15.66,6.48,  B9V               
2670,,53755,224.05,-1.69,6.49,  B0.5V+F5III       
2671,,53791,194.08,13.47,7.68,  S3.9e             
2672,,53811,259.91,-18.41,4.93,  A4IV              
2673,,53899,183.48,17.94,6.28,  K1                
2674,,53921,269.54,-21.6,5.5,  B9IV              
2675,,53925,179.94,19.28,6.16,  K1III             
2676,,53929,210.33,5.72,6.11,  B9.5III           
2677,,53952,245.85,-12.42,6.14,  F2V               
2678,,53974,224.71,-1.79,5.39,  B0.5IV            
2679,,53975,225.68,-2.32,6.48,  O7.5V             
2680,,54031,242.08,-10.59,6.34,  B3V               
2681,,54070,143.41,27.42,6.35,  K0                
2682,,54079,208.11,7.03,5.75, gK0                
2683,,54118,267.11,-20.73,5.17,  A0pSi             
2684,45    Gem,54131,200.47,10.86,5.44,  G8III             
2685,,54153,249.27,-13.81,6.11,  G0IIaCH1          
2686,,54173,236.97,-7.94,6.08,  K2                
2687,,54179,260.76,-18.47,6.46,  K3III             
2688,,54224,238.52,-8.66,6.62,  B2IV-V            
2689,The Men,54239,291.11,-26.4,5.45,  B9.5V             
2690,,54309,236.01,-7.34,5.71,  B2IVe             
2691,,54475,251.72,-14.63,5.79,  B3V               
2692,,54563,195.71,13.46,6.43,  G9V               
2693,25Del CMa,54605,238.42,-8.27,1.84,  F8Ia              
2694,,54662,224.17,-0.78,6.21,  O6.5V             
2695,,54669,236.34,-7.13,6.65,  B2V               
2696,63    Aur,54716,178.27,20.46,4.9,  K4III-IIIa        
2697,46Tau Gem,54719,187.22,17.2,4.41,  K2-III            
2698,,54732,262.46,-18.75,5.96,  K0III             
2699,,54764,229.42,-3.44,6.03,  B1II              
2700,47    Gem,54801,190.51,15.96,5.78,  A4IV              
2701,20    Mon,54810,218.85,2.23,4.92,  K0III             
2702,,54893,250.69,-13.83,4.83,  B2IV-V            
2703,,54895,165.8,24.18,5.47,  M3-III            
2704,,54912,237.5,-7.48,5.69,  B2.5IV            
2705,,54958,231.68,-4.43,6.23,  F0                
2706,48    Gem,55052,193.21,15.11,5.85,  F5III-IV          
2707,21    Mon,55057,215.48,4.3,5.45,  A8Vn-F3Vn         
2708,,55070,239.61,-8.37,5.46,  G8III             
2709,,55075,132.74,28.08,6.31,  A0III             
2710,,55111,210.2,7.11,6.09,  A1V               
2711,,55130,190.28,16.4,6.43,  F8V               
2712,,55151,279.73,-23.86,6.47,  K0III             
2713,,55184,210.39,7.09,6.16,  K0III             
2714,22Del Mon,55185,215.7,4.32,4.15,  A2V               
2715,18    Lyn,55280,156.99,26.2,5.2,  K2III             
2716,,55344,233.8,-5.11,5.84,  A0V               
2717,51    Gem,55383,200.78,12.04,5,  M4IIIab           
2718,26    CMa,55522,238.4,-7.3,5.92,  B2V               
2719,,55526,259.7,-17.13,5.14,  K2III             
2720,,55568,242.8,-9.49,6.1,  A8V               
2721,,55575,170.34,23.52,5.58,  G0V               
2722,,55579,192.84,15.76,6.89,  A1pSrCr           
2723,,55589,225.4,-0.37,5.78,  K0                
2724,,55595,239.8,-7.95,6.59,  A5IV-V            
2725,52    Gem,55621,192.7,15.88,5.82,  M1III             
2726,,55718,248.09,-11.89,5.96,  B3V               
2727,,55719,251.76,-13.57,5.31,  A3pSrEuCr         
2728,,55730,204.63,10.56,5.62,  G6III             
2729,,55751,212.76,6.51,5.35,  K2II              
2730,,55762,235.58,-5.58,6.01,  K2III             
2731,,55775,219.01,3.27,5.75,  K5III             
2732,,55832,224.38,0.48,5.9,  K3III             
2733,,55856,235.84,-5.6,6.36,  B2IV+G5IV         
2734,,55857,239.81,-7.65,6.12,  B0.5V             
2735,Gam1Vol,55864,281.55,-24.05,5.69,  F2V               
2736,Gam2Vol,55865,281.56,-24.04,3.78,  K0III             
2737,,55866,165.21,24.97,5.92, gK1                
2738,53    Gem,55870,189.91,17.3,5.71,  M1IIIa            
2739,,55879,224.73,0.35,6.03,  B0III             
2740,,55892,257.72,-16.02,4.49,  F0IV              
2741,,55958,243.2,-9.28,6.6,  B2IV              
2742,,55966,131.42,28.18,4.96,  M4IIIa            
2743,,55985,242.54,-8.92,6.33,  B2IV-V            
2744,24    Mon,56003,215.81,5.24,6.41,  G5III             
2745,27    CMa,56014,238.97,-7.07,4.66,  B3IIIe            
2746,,56022,256.26,-15.3,4.89,  A0pSi             
2747,,56031,208.53,8.99,5.82,  M4-IIIab          
2748,,56096,255.77,-15.04,5.1,  M5IIIe            
2749,28Ome CMa,56139,239.41,-7.15,3.85,  B2IV-Ve           
2750,,56160,239.65,-7.26,5.58,  K4III             
2751,,56169,168.11,24.51,5.05,  A4IIIn            
2752,,56207,225.11,0.5,5.95,  K0                
2753,64    Aur,56221,177.08,22.11,5.78,  A5Vn              
2754,,56239,274,-21.77,6.02,  A0IV-V            
2755,,56341,236.79,-5.58,6.32,  A0                
2756,,56342,242.99,-8.8,5.36,  B3V               
2757,,56386,187.09,18.85,6.24,  A0Vn              
2758,,56405,229.59,-1.71,5.46,  A2Vnp             
2759,,56410,252.84,-13.49,5.94,  B4III-IV          
2760,,56446,209.88,8.78,6.65,  B8III             
2761,,56455,257.96,-15.71,5.72,  A0pSi             
2762,,56456,259.31,-16.29,4.76,  B8-9V             
2763,54Lam Gem,56537,200.92,13.23,3.58,  A3V               
2764,,56577,236.5,-5.21,4.79,  K3Ib-II           
2765,,56614,221.86,2.72,6.29,  K2                
2766,,56618,240.58,-7.3,4.64,  M3III             
2767,,56705,263.45,-17.78,5.97,  K1III             
2768,,56731,243.34,-8.59,6.32,  A9II              
2769,,56733,250.08,-11.91,5.8,  B4V               
2770,,56779,248.52,-11.12,5.03,  B2IV-V            
2771,,56813,257.99,-15.45,5.66,  K4III             
2772,47    Cam,56820,156.84,27.03,6.35,  A8m               
2773,Pi  Pup,56855,249.01,-11.28,2.7,  K3Ib              
2774,,56876,239.73,-6.57,6.46,  B2IV-V            
2775,,56941,175.42,23.16,6.35,  K0                
2776,,56963,172.73,23.9,5.77,  A7 s              
2777,55Del Gem,56986,195.98,15.89,3.53,  F2IV              
2778,,56989,213.67,7.46,5.89,  G9III             
2779,,57006,209.74,9.54,5.91,  F8V               
2780,,57049,202.43,13.08,6.45,  A2Vn              
2781,29    CMa,57060,237.82,-5.37,4.98,  O7Ia:fp           
2782,30Tau CMa,57061,238.18,-5.54,4.4,  O9Ib              
2783,19    Lyn,57102,161.96,26.36,6.53,  B9V               
2784,19    Lyn,57103,161.96,26.37,5.45,  B8V               
2785,,57118,233.17,-2.85,6.09,  F0Iab-Ib          
2786,,57146,239.65,-6.26,5.28,  G2Ib              
2787,,57150,248.78,-10.91,4.66,  B2V+B3IVne        
2788,,57167,230.67,-1.41,5.7,  F1V               
2789,,57197,255.49,-14.03,5.85,  B8II-III          
2790,,57219,248.82,-10.86,5.11,  B2IVne            
2791,,57240,251.08,-11.94,5.25,  A1V               
2792,,57263,179.29,22.31,6.4,  K0                
2793,65    Aur,57264,181.57,21.58,5.13,  K0III             
2794,,57299,246.12,-9.42,6.3,  K2-3III           
2795,56    Gem,57423,197.63,15.66,5.1,  M0IIIab           
2796,,57478,229.04,-0.13,5.45, gG5                
2797,,57508,133.11,28.47,6.41, gG7                
2798,,57517,224.24,2.51,6.55,  F5                
2799,,57573,236.54,-4.13,6.61,  B2.5V             
2800,,57593,240.2,-6.03,6.01,  B2.5V             
2801,,57608,216.28,6.89,5.99,  B8III             
2802,,57615,239.26,-5.5,5.87,  M4III             
2803,Del Vol,57623,279.09,-22.69,3.98,  F6II              
2804,,57646,165.74,26.03,5.8,  K5III             
2805,66    Aur,57669,177.67,23.15,5.19,  K1+IIIaCN1        
2806,,57682,224.41,2.63,6.43,  O9V               
2807,,57708,219.13,5.49,6.23,  F5                
2808,57    Gem,57727,193.34,17.78,5.03,  G8III             
2809,,57742,149.69,28.26,6.47,  B9III             
2810,58    Gem,57744,195.38,16.97,6.02,  A1V               
2811,,57749,221.81,4.12,5.82,  F3IV              
2812,,57821,233.29,-2.06,4.96,  B7IV              
2813,,57852,263.57,-17,6.05,  F0-2IV-V          
2814,,57853,263.57,-17,6.6,  G0V:e             
2815,,57917,263.37,-16.87,5.39,  B9II-III          
2816,59    Gem,57927,190.91,18.97,5.76,g:F0                
2817,,58050,202.53,14.19,6.41,  B2Ve              
2818,21    Lyn,58142,168.71,25.75,4.64,  A1V               
2819,,58155,244.86,-7.9,5.43,  B5IIIn            
2820,1    CMi,58187,206.17,12.67,5.3,  A5IV              
2821,60Iot Gem,58207,190.85,19.27,3.79,  G9IIIbHdel -1     
2822,,58215,241.24,-5.92,5.38,  K2III             
2823,,58286,245.16,-7.93,5.39,  B3III-IV          
2824,,58325,243.41,-6.94,6.6,  B2IV-V            
2825,,58343,231.09,-0.21,5.33,  B2.5IVe           
2826,,58346,236.96,-3.46,6.19,  B8                
2827,31Eta CMa,58350,242.62,-6.49,2.45,  B5Ia              
2828,2Eps CMi,58367,208.45,11.78,4.99,  G6.5IIb           
2829,,58420,248.48,-9.49,6.31,  B7III             
2830,,58425,147.28,28.69,5.64, gK2                
2831,,58439,233.58,-1.51,6.24,  A2Ib              
2832,,58461,228.99,1.05,5.78,  F0V               
2833,,58526,222.02,4.97,5.97,  G3Ib              
2834,,58535,244.92,-7.52,5.35,  G8II              
2835,,58551,197.05,17.15,6.54,  F6V               
2836,,58552,207.31,12.54,6.37,  A2IV              
2837,61    Gem,58579,198.29,16.66,5.93,  F2Vn              
2838,,58580,220.95,5.59,6.76,  A0IV              
2839,,58585,236.26,-2.81,6.05,  A8I-II:           
2840,,58599,206.97,12.76,6.41,  B6IV              
2841,,58612,239.12,-4.32,5.78,  B7III             
2842,,58634,249.87,-10,6.97,  F0V:              
2843,,58635,249.87,-10,6.84,  F0V:              
2844,,58661,169.91,25.87,5.72,  B9pHgMn           
2845,3Bet CMi,58715,209.52,11.68,2.9,  B8Ve              
2846,63    Gem,58728,197.23,17.3,5.22,  F5V+F5V           
2847,,58766,244.96,-7.3,6.31,  B2V               
2848,,58805,299.59,-27.15,6.47,  F3V               
2849,22    Lyn,58855,168.33,26.35,5.36,  F6V               
2850,,58907,237.93,-3.36,6.56,  A1                
2851,5Eta CMi,58923,210.85,11.28,5.25,  F0III             
2852,62Rho Gem,58946,187.14,21.34,4.18,  F0V               
2853,,58954,232.83,-0.49,5.63,  A5n               
2854,4Gam CMi,58972,209.05,12.18,4.32,  K3-IIIFe-0.5      
2855,,58978,237.41,-3,5.61,  B0IV:pe           
2856,,59026,247.2,-8.22,5.9,  B2IV-V            
2857,64    Gem,59037,190.83,20.13,5.05,  A4V               
2858,,59059,203.36,14.97,6.22,  B9IV              
2859,,59067,227.36,2.67,5.79,  G8Ib-II+B2+B8V    
2860,,59136,237.29,-2.74,5.95,  B5V:              
2861,65    Gem,59148,191.07,20.15,5.01,  K2III             
2862,,59219,262.72,-15.63,5.1,  K0III             
2863,,59256,242.88,-5.67,5.54,  B9VpSi:           
2864,6    CMi,59294,206.38,13.88,4.54,  K1+IIIBa0.4       
2865,,59311,218.99,7.54,5.59,  K5III             
2866,,59380,224.02,4.91,5.86,  F8V               
2867,,59381,226.46,3.58,5.75,  K5III             
2868,,59438,230.57,1.36,6.05,  F7V               
2869,,59466,250.66,-9.59,6.58,  A1IV              
2870,,59499,245.36,-6.76,6.38,  B3V               
2871,,59500,245.36,-6.76,7.13,  B4V               
2872,,59507,179.99,24.08,6.54,  A2V               
2873,,59550,245.04,-6.54,5.77,  B2V               
2874,,59612,237.67,-2.39,4.85,  A5Ib              
2875,,59635,251.64,-9.93,5.43,  B5Vp              
2876,,59669,222.12,6.32,6.24,  K0                
2877,,59686,201.8,16.44,5.42, gK2                
2878,Sig Pup,59717,255.74,-11.91,3.25,  K5III             
2879,,59878,196.3,18.95,6.54,  K0II-III+F8V      
2880,7Del1CMi,59881,215.88,9.92,5.25,  F0III             
2881,,59890,244.76,-6,4.65,  G3Ib              
2882,,59967,250.46,-8.97,6.65,  G4V               
2883,,59984,225.5,4.87,5.9,  F5V               
2884,,60060,264.5,-15.79,5.87,  K0III             
2885,,60098,249.46,-8.29,6.68,  B4V               
2886,68    Gem,60107,203.19,16.32,5.25,  A1Vn              
2887,8Del2CMi,60111,214.76,10.79,5.59,  F2V               
2888,,60150,275.98,-20.45,6.39,  K5III             
2889,,60168,249.25,-8.12,6.61,  A0V               
2890,66Alp Gem,60178,187.44,22.48,2.88,  A2Vm              
2891,66Alp Gem,60179,187.44,22.48,1.98,  A1V               
2892,,60228,266.2,-16.43,5.96,  M1III             
2893,,60275,208.18,14.21,6.28,  A1V               
2894,,60294,161.77,28.38,5.92,  K2III             
2895,,60312,249.38,-8.04,6.3,  B9V               
2896,,60318,188.43,22.29,5.33,  K0III             
2897,,60325,230.45,2.52,6.21,  B1V               
2898,,60335,175.8,25.89,6.3,  F0                
2899,,60341,234.89,0.06,5.66,  K3III             
2900,,60345,239.51,-2.54,5.85,  A7V:              
2901,9Del3CMi,60357,214.81,11.06,5.81,  A0Vnn             
2902,,60414,230.67,2.52,4.97,  M2Iabpe+B2V       
2903,,60437,172.41,26.71,5.65,  M0III             
2904,,60489,215.46,10.88,6.55,  A7III             
2905,69Ups Gem,60522,192.6,21.06,4.06,  M0III-IIIb        
2906,,60532,237.5,-1.19,4.45,  F6IV              
2907,,60559,253.13,-9.78,6.26,  B8IVpSi           
2908,,60574,255.87,-11.16,6.52,  G8III             
2909,,60584,238.56,-1.71,5.83, dF4                
2910,,60585,238.56,-1.71,5.87, dF6                
2911,,60606,249.85,-7.95,5.54,  B3Vne             
2912,,60629,240.89,-2.95,6.65,  A0V               
2913,,60646,247.33,-6.53,6.11,  A9IV              
2914,,60652,169.61,27.45,5.92,  A5m               
2915,,60654,179.1,25.39,6.38,  M1                
2916,,60666,241.69,-3.37,5.77,  K1III             
2917,,60686,253.06,-9.59,6.76,  K2III             
2918,,60803,212.81,12.7,5.91,  G0V               
2919,Eps Men,60816,291.02,-25.01,5.53,  K2-3III           
2920,,60853,225.5,6.04,6.27,  K2                
2921,,60855,230.91,3.02,5.7,  B2Ve              
2922,,60863,242.96,-3.87,4.64,  B8V               
2923,,60951,237.61,-0.7,6.34,  G5                
2924,70    Gem,60986,184.45,24.24,5.56,  K0III             
2925,,61031,263.71,-14.64,6.28,  A1III-IV          
2926,,61035,195.34,20.64,6.27,  F0                
2927,25    Mon,61064,221.89,8.26,5.13,  F6III             
2928,,61068,235.53,0.61,5.74,  B2III             
2929,23    Lyn,61106,160.34,29.09,6.06,  K5III             
2930,71Omi Gem,61110,184.97,24.23,4.9,  F3III             
2931,,61219,195.56,20.79,6.17,  A2V               
2932,,61224,231.05,3.38,6.53,  B9IIIe            
2933,,61227,239.15,-1.26,6.37,  F0II              
2934,,61248,264.77,-14.96,4.94,  K3III             
2935,,61294,181.06,25.49,5.73,  M0III             
2936,,61295,187.71,23.58,6.17,  F6II              
2937,,61330,248.98,-6.67,4.53,  B8IV              
2938,74    Gem,61338,202.01,18.35,5.05,  K5IIIFe-0.5       
2939,,61363,170.43,27.88,5.56,  K0III             
2940,,61391,261.4,-13.19,5.72,  B9.5V             
2941,,61394,267.95,-16.32,6.39,  K1-2IIICNII       
2942,,61409,249.29,-6.75,6.6,  K1III             
2943,10Alp CMi,61421,213.69,13.03,0.38,  F5IV-V            
2944,,61429,240.65,-1.84,4.7,  B8IV              
2945,,61453,251.71,-8.05,6.38,  K4III             
2946,24    Lyn,61497,158.51,29.53,4.99,  A3IVn             
2947,,61554,234.92,1.61,6.72,  B6Vn              
2948,,61555,241.96,-2.44,4.5,  B6V               
2949,,61556,241.97,-2.44,4.62,  B5IVn             
2950,,61563,213.79,13.2,6.02,  A0III             
2951,,61603,196.92,20.73,5.89,  K5                
2952,,61623,253.54,-8.88,6.59,  A0                
2953,,61630,205.89,17.05,6.24,  K0                
2954,,61641,250.46,-7.16,5.8,  B2IV-V            
2955,,61642,252.47,-8.28,6.19,  G8III             
2956,,61672,242.09,-2.35,6.5,  B7V               
2957,,61715,261.31,-12.86,5.68,  F4Iab             
2958,,61749,225.9,7.04,6.01,  A3IV              
2959,,61772,232.09,3.55,4.94,  K3II              
2960,,61774,235.9,1.36,5.93,  K0                
2961,,61831,252.14,-7.9,4.84,  B2.5V             
2962,,61859,185.83,24.76,6.02,  F7V               
2963,,61878,252.01,-7.77,5.73,  B5Vn              
2964,,61899,252.13,-7.82,5.76,  B2.5V             
2965,,61885,206.28,17.17,5.77,  M2IIIab           
2966,,61887,215.43,12.81,5.94,  A0V               
2967,,61913,205.61,17.51,5.56,  M3II-III          
2968,,61925,251.54,-7.46,6,  B6IVe             
2969,,61931,167.94,28.72,5.27,  A0IIIn            
2970,26Alp Mon,61935,227.19,6.52,3.93,  K0III             
2971,,61966,265.68,-14.82,6.06,  B9IV-Vp:Si:       
2972,,61987,243.17,-2.63,6.76,  B3-5IV-V:         
2973,75Sig Gem,62044,191.19,23.27,4.28,  K1III             
2974,,62058,246.43,-4.43,6.56,  G20-Ia            
2975,51    Cam,62066,150.76,30.2,5.92, gK2                
2976,,62082,238.36,0.27,6.18,  M1III             
2977,49    Cam,62140,153.79,30.15,6.49,  F0pSrEu           
2978,,62141,197.75,21.02,6.21,  K0III             
2979,,62153,286.11,-23.14,7.16,  B9IV              
2980,,62154,286.11,-23.14,7.26,  B9IV              
2981,,62226,252.51,-7.69,5.42,  B5V               
2982,,62264,218.73,11.56,6.19,  K0III             
2983,76    Gem,62285,194.42,22.39,5.31,  K4-5III           
2984,,62318,257.96,-10.57,6.41,  B7IV-V            
2985,77Kap Gem,62345,195.85,21.97,3.57,  G8IIIa            
2986,,62376,252.57,-7.57,6.54,  B7V               
2987,,62407,207.12,17.43,6.43,  K0                
2988,,62412,242.01,-1.44,5.64,  K1III             
2989,,62437,216.84,12.81,6.47,  F0III:            
2990,78Bet Gem,62509,192.23,23.41,1.14,  K0IIIb            
2991,79    Gem,62510,199.99,20.62,6.33,  A1V               
2992,,62555,241.37,-0.85,6.55,  A3                
2993,1    Pup,62576,243.88,-2.32,4.59,  K3Ib              
2994,,62578,250.51,-6.15,5.6,  B5V               
2995,,62595,252.98,-7.54,6.89,  G6/8III           
2996,3    Pup,62623,244.38,-2.54,3.96,  A2Iabe            
2997,,62613,133.68,29.44,6.56,  G8V               
2998,,62644,258.57,-10.57,5.06,  G6IV              
2999,,62647,182.32,26.5,5.18,  M2IIIb            
3000,,62689,289.62,-24.11,6.18,  M0III             
3001,,62712,252.45,-7.11,6.4,  B9VpSi            
3002,,62713,254.86,-8.44,5.17,  K1III             
3003,81    Gem,62721,201.86,20.14,4.88,  K4III-IIIb        
3004,,62747,240.75,-0.26,5.62,  B1.5III           
3005,,62756,262.95,-12.79,6.57,  A2V               
3006,,62758,270.91,-16.72,6.43,  B2.5V             
3007,,62781,250.62,-5.99,5.8,  F2V               
3008,11    CMi,62832,209.33,17,5.3,  A1Vnn             
3009,2    Pup,62863,232.19,4.91,6.89,  A8V               
3010,2    Pup,62864,232.2,4.91,6.07,  A2V               
3011,,62893,252.31,-6.84,5.88,  B7V               
3012,,62897,270.57,-16.46,6.21,  K0III             
3013,80Pi  Gem,62898,186.76,25.53,5.14,  M1IIIa            
3014,,62902,225.31,8.9,5.49,  K5III             
3015,4    Pup,62952,232.14,5.07,5.04,  F0V               
3016,,62991,252.31,-6.73,6.54,  B3IV              
3017,,63032,252.39,-6.74,3.61,  K2.5Ib-II         
3018,,63077,249.13,-4.81,5.37,  G0V               
3019,,63112,230.59,6.17,6.39,  A0V               
3020,,63118,257.51,-9.53,6.03,  B6IV              
3021,82    Gem,63208,197.48,22.4,6.18,  G2III+A4V         
3022,,63215,252.45,-6.56,5.88,  B7V               
3023,,63271,239.19,1.34,5.9,  B2IV-V            
3024,Zet Vol,63295,284.57,-22.16,3.95,  K0III             
3025,,63308,254.36,-7.54,6.57,  B2V               
3026,,63302,233.59,4.71,6.34,  K1Ia-Iab          
3027,,63323,233.62,4.72,6.43,  M2II-III          
3028,,63332,163.89,30.25,6.02,  F6V               
3029,5    Pup,63336,230.32,6.66,5.48, dF5                
3030,,63352,207.14,18.71,6.04,  K0                
3031,,63382,269.32,-15.48,6.12,  F0II              
3032,,63401,253.77,-7.09,6.31,  B8III             
3033,,63435,215.64,14.77,6.53,  G2III             
3034,Omi Pup,63462,242.25,-0.21,4.5,  B0V:pe:           
3035,,63465,253.08,-6.63,5.08,  B2.5III           
3036,,63513,278.18,-19.49,6.38,  G6-8III           
3037,,63578,260.25,-10.56,5.23,  B1.5IV            
3038,,63584,281.85,-20.97,6.18,  A0IV-V            
3039,,63586,162.66,30.56,6.38,  A0Vn              
3040,,63589,187.19,26.19,6.03,  A2Vm              
3041,,63640,255.03,-7.57,6.14,  M2III             
3042,,63655,231.52,6.41,6.23,  B8III             
3043,,63660,241.47,0.49,5.33,  G0III             
3044,6    Pup,63697,234.91,4.51,5.18,  K3III             
3045,7Xi  Pup,63700,241.46,0.57,3.34,  G6Iab-Ib          
3046,,63744,260.73,-10.66,4.71,  K0III             
3047,,63752,227.95,8.62,5.61,  K3III             
3048,,63754,237.49,3.02,6.56,  G3V               
3049,,63786,250.42,-4.69,5.93,  B9V               
3050,,63799,216.83,14.69,6.18,  K1III             
3051,,63822,236.95,3.44,6.12,  K0                
3052,,63852,248.76,-3.64,5.6,  K5III             
3053,,63889,201.62,21.72,5.99, gK1                
3054,,63894,229.75,7.82,6.16,  K0                
3055,,63922,260.18,-10.19,4.11,  B0III             
3056,,63926,269.26,-15.03,6.33,  K0III+A1V         
3057,,63948,258.76,-9.36,6.32,  K0III             
3058,,63949,260.61,-10.42,5.84,  B1.5IV            
3059,13Zet CMi,63975,218.32,14.2,5.14,  B8II              
3060,,64042,241.37,1.08,6.45,  A0                
3061,,64052,216.98,14.99,6.31,  M4III             
3062,,64067,269.26,-14.91,5.59,  G5II              
3063,8    Pup,64077,231.32,7.14,6.36,  F2                
3064,9    Pup,64096,232.27,6.62,5.17,  G0V:              
3065,25    Lyn,64106,171.7,29.95,6.25, gK2                
3066,26    Lyn,64144,171.5,30.02,5.45, gK4                
3067,83Phi Gem,64145,194.19,24.7,4.97,  A3V               
3068,,64152,238.56,2.93,5.63,  G8III             
3069,,64181,258.72,-9.09,6.45,  G6III             
3070,,64185,272.87,-16.62,5.78,  F1V               
3071,,64225,263.97,-12,5.91,  K2III             
3072,,64235,224.94,11.03,5.76,  F5IV              
3073,10    Pup,64238,233.16,6.26,5.69,  F1Ia              
3074,,64287,257.47,-8.26,6.32,  B2IV-V            
3075,,64307,140.86,30.73,5.41,  K3III             
3076,,64320,272.69,-16.44,6.72,  K0II              
3077,,64347,161.19,31.18,6.72,  A2IV              
3078,,64365,257.32,-8.1,6.04,  B2IV              
3079,,64379,250.27,-3.88,5.01,  F5V               
3080,,64440,255.35,-6.86,3.73,  K1-2II+A0         
3081,,64484,278.52,-19.08,5.79,  B9V               
3082,,64486,134.47,29.96,5.42,  A0pSi             
3083,,64491,185.13,27.7,6.23,  A3IVp:            
3084,,64503,253.9,-5.93,4.49,  B2.5V             
3085,,64572,251.78,-4.59,5.43,  K0III             
3086,85    Gem,64648,201.42,22.74,5.35,  A0V s             
3087,,64685,212.16,18.24,5.86,  F2IV              
3088,,64722,267.62,-13.54,5.7,  B1.5IV            
3089,,64740,263.38,-11.19,4.63,  B1.5Vp            
3090,,64760,262.06,-10.42,4.24,  B0.5Ib            
3091,,64802,251.48,-4.14,5.49,  B2V               
3092,,64876,250.64,-3.53,6.15,  K4III             
3093,,64938,216.37,16.49,6.17,  G8III             
3094,,64958,175.71,30.05,6.34,  K0                
3095,1    Cnc,64960,205.62,21.45,5.78,  K3+III            
3096,,64974,247.33,-1.4,6.44,  K4III             
3097,,65066,212.57,18.53,6.05,  K0III             
3098,,65123,219.58,15.14,6.35,  F7V               
3099,,65183,246.92,-0.86,6.33,  M6III             
3100,,65189,266.19,-12.36,6.38,  B8III             
3101,,65211,258.53,-7.93,6.02,  B6V               
3102,11    Pup,65228,240.64,3.07,4.2,  F7II              
3103,,65241,214.02,18.09,6.41,  A0V               
3104,,65257,205.06,22.08,5.99,  K0                
3105,,65273,270.45,-14.61,5.63,  K3-4III           
3106,,65301,158.24,31.91,5.77,d:F2                
3107,,65315,255.89,-6.26,6.78,  B2V               
3108,,65299,129.27,29.15,6.49,  A3IV              
3109,53    Cam,65339,156.73,31.95,6.01,  A2pSrCrEu         
3110,14    CMi,65345,218.7,15.88,5.29,  K0III             
3111,,65442,257.39,-7.02,6.09,  K3III             
3112,,65448,153.47,31.97,6.4,  G1III             
