250.1527,-38.3882,272606,11.5,F2
250.2302,-38.4908,272607,11.5,F5
250.3153,-38.475,272608,10.6,F5
250.3949,-38.4448,272609,11.4,K5
250.2839,-38.6043,272610,12,K0
250.1757,-38.8506,272611,12,G5
250.5008,-38.5087,272612,11.9,F2
250.6646,-38.4933,272613,11.9,G5
250.8445,-38.4564,272614,12,G0
250.7563,-38.6482,272615,12.1,G5
250.8499,-38.6191,272616,10.6,F5
250.7968,-38.7676,272617,11.8,K7
250.8943,-38.7482,272618,11.8,F2
250.9531,-38.7935,272619,12,G5
251.3091,-38.7702,272620,12,K 
251.3323,-38.5134,272621,10.7,K0
251.2074,-38.3208,272622,11.4,K0
251.2873,-38.4261,272623,11.8,F5
251.49,-38.5178,272624,11.8,G 
251.558,-38.6236,272625,9.7,F8
251.6379,-38.5229,272626,12.3,F0
251.6256,-38.3769,272627,11.3,G5
251.9871,-38.3557,272628,11.2,G5
252.0145,-38.3344,272629,11.8,K0
251.9716,-38.4655,272630,11.9,F2
251.9012,-38.6436,272631,11.2,G0
251.8468,-38.8017,272632,12.1,G0
252.2601,-38.8052,272633,9.7,F5
252.2413,-38.9161,272634,11.4,F8
252.2834,-38.8736,272635,11.7,K2
252.2775,-38.7537,272636,12.1,K5
252.0946,-38.5027,272637,11.7,G0
252.2912,-38.341,272638,12.2,F8
252.2947,-38.3373,272639,12.3,F5
252.2724,-38.2964,272640,11.4,A2
252.5058,-38.3778,272641,11.8,G0
252.6042,-38.659,272642,12.2,M0
252.7454,-38.43,272643,11.8,G 
248.9663,-37.6452,272644,11.5,K5
248.9973,-37.8497,272645,12,G5
249.016,-37.8838,272646,11.5,F2
249.0589,-37.9238,272647,9.7,F5
249.2024,-37.9048,272648,11.9,M0
249.1771,-37.841,272649,11.5,G0
249.1917,-38.1456,272650,11.5,K0
249.1929,-38.091,272651,10.8,F2
249.2679,-38.059,272652,11.1,F0
249.3051,-37.992,272653,11.4,F2
249.4275,-38.0707,272654,11.5,K5
249.3539,-38.1905,272655,11.8,G5
249.7028,-38.1915,272656,10.2,F5
249.6805,-38.0492,272657,11.5,K0
249.8359,-38.1489,272658,10.7,F2
249.902,-37.955,272659,11.6,F8
249.9016,-37.9456,272660,11.5,G0
249.986,-37.9848,272661,11.6,F8
250.0528,-37.9632,272662,11.6,G0
250.0771,-37.9049,272663,9.8,K0
250.171,-37.7856,272664,11.9,K0
250.241,-38.0996,272665,11.5,G0
250.5153,-37.9973,272666,12,F8
250.5345,-37.9767,272667,11.6,G5
250.5658,-38.0986,272668,12.1,G0
250.682,-38.0113,272669,9.2,K0
250.4993,-37.9031,272670,11.8,F5
250.4506,-37.6774,272671,11.9,G5
250.7409,-37.7124,272672,11.5,K7
250.8673,-37.7693,272673,11.2,G0
251.0124,-37.8454,272674,11.4,G0
251.0566,-37.9403,272675,11.7,K0
251.2526,-38.1542,272676,10.1,K0
251.2716,-38.1712,272677,11.8,G 
251.3379,-38.1277,272678,11.8,G5
251.2662,-38.0593,272679,11.5,F5
251.2131,-37.7895,272680,10.1,G0
251.2502,-37.7068,272681,11.3,G0
251.278,-37.6702,272682,10.4,K0
251.4944,-37.8307,272683,11.1,G0
251.4454,-37.9535,272684,11.5,K2
251.4512,-38.0669,272685,11.5,K0
251.5469,-38.0389,272686,11.5,G 
251.5922,-38.2247,272687,11.5,G 
251.809,-38.252,272688,12,F 
251.8655,-38.1071,272689,11.6,K0
251.723,-38.0138,272690,11.3,F0
251.6612,-37.9404,272691,12,K0
251.8363,-37.8353,272692,11.5,F8
251.7185,-37.7762,272693,12,K 
251.8494,-37.8087,272694,11.5,K2
251.8841,-38.0003,272695,12.4,G0
252.0083,-37.9364,272696,11.5,K2
252.176,-37.9516,272697,12.2,K0
252.2078,-38.0609,272698,12.3,F8
252.1385,-38.1666,272699,11.6,F0
252.2227,-38.1452,272700,9.7,F2
252.2751,-38.1183,272701,12,K0
252.3371,-37.9176,272702,12.4,G0
252.3541,-37.8455,272703,12.1,F5
252.5528,-37.8834,272704,11.7,K0
252.6555,-37.8662,272705,11.9,G5
252.6945,-37.9736,272706,11.9,G5
252.7563,-38.006,272707,10.4,K7
252.5316,-38.1609,272708,11.8,K0
252.7514,-38.1025,272709,12.1,F5
252.768,-38.1435,272710,9.7,F5
252.8685,-38.2321,272711,11.9,G0
252.8724,-38.1026,272712,12,G 
252.8422,-38.0814,272713,11.5,G5
252.8379,-40.2201,272714,11.4,F5
253.0405,-40.2196,272715,9.8,G0
253.0386,-40.4766,272716,12,K0
253.079,-40.6187,272717,9.8,F2
253.2271,-40.716,272718,11.8,K5
253.3034,-40.5887,272719,12.1,K0
253.0653,-40.3796,272720,11.8,G5
253.1718,-40.3137,272721,11.8,K0
253.3714,-40.2913,272722,11.2,K5
253.9059,-40.5274,272723,11.8,F5
254.0462,-40.6624,272724,12.6,G5
254.189,-40.6818,272725,11,G0
254.3005,-40.3212,272726,11.3,F2
254.4093,-40.4228,272727,11.2,F2
254.4469,-40.409,272728,11.5,K2
254.4655,-40.5064,272729,11.8,F5
254.6566,-40.5141,272730,11.9,K7
254.7037,-40.3983,272731,11.5,K0
254.9799,-40.3427,272732,11.8,F8
254.9563,-40.5115,272733,11.4,G0
255.2204,-40.4495,272734,11.6,G0
255.301,-40.5751,272735,11.4,G0
255.3066,-40.8476,272736,9.7,F8
255.4666,-40.8434,272737,11.9,M0
255.552,-40.5616,272738,11.3,G0
255.6846,-40.3705,272739,12.2,G 
255.8524,-40.371,272740,11.5,G0
255.7303,-40.5148,272741,11.5,K5
255.7593,-40.6843,272742,11,G0
255.9196,-40.8293,272743,11.6,G5
255.9268,-40.7319,272744,11.1,F0
256.0673,-40.4828,272745,10.9,G0
256.3377,-40.4938,272746,11.3,F5
256.5441,-40.4006,272747,11.5,A7
256.5304,-40.375,272748,11.5,G5
252.8877,-40.1807,272749,11.6,G0
252.9341,-40.055,272750,11,G0
253.0833,-39.7788,272751,12.1,F8
253.1359,-39.7565,272752,12,K0
253.1315,-39.8136,272753,11.8,K0
253.1256,-40.1456,272754,12,G0
253.3071,-40.0913,272755,11.2,F2
253.4581,-40.1787,272756,11.5,G5
253.3725,-39.6569,272757,11.8,F5
253.5496,-39.7362,272758,11.4,K5
253.7091,-39.7705,272759,11.4,K2
254.1284,-39.7179,272760,12.1,M0
253.8645,-40.1826,272761,9.8,G5
253.9686,-40.1569,272762,10.6,G0
254.1517,-40.1408,272763,11.6,G0
254.2338,-40.1504,272764,11.1,F5
254.405,-40.0507,272765,11.7,K0
254.099,-39.9722,272766,12,F5
254.2201,-39.9192,272767,12.1,F8
254.5453,-39.6347,272768,11.7,K0
254.6016,-39.7782,272769,11.2,K7
254.5768,-39.9784,272770,11.7,K2
254.6272,-40.0125,272771,12,K0
254.6689,-40.0361,272772,11.9,G5
254.5781,-40.1736,272773,11.2,G5
254.8138,-40.1758,272774,11.4,G0
255.0938,-40.0982,272775,11.7,F8
255.0696,-40.0032,272776,10.3,F5
255.168,-39.9343,272777,11.5,G0
254.8803,-39.8041,272778,11.7,K0
255.1012,-39.7205,272779,12,F2
255.4616,-39.6864,272780,11.6,F8
255.4886,-39.7773,272781,11.1,F5
255.4433,-40.007,272782,11.1,F5
255.4335,-40.1542,272783,11.4,G5
255.7513,-40.156,272784,11.6,G5
255.7416,-40.2347,272785,11.7,K0
255.9977,-40.3028,272786,11.7,G 
255.9353,-40.0439,272787,11.8,G5
255.9541,-40.0246,272788,11.8,F8
255.8565,-39.8182,272789,11.7,G0
255.7835,-39.681,272790,11.5,F8
256.0048,-39.6935,272791,11.4,F5
256.0814,-39.6652,272792,11.6,K0
256.1936,-39.6952,272793,11.5,G5
256.4541,-39.6967,272794,12.2,G 
256.6046,-39.7329,272795,11.5,F2
256.5856,-40.0989,272796,9.8,K0
256.6938,-40.2125,272797,11.5,K2
252.8256,-39.1292,272798,11.9,G5
252.9538,-39.1071,272799,11.3,F0
252.8786,-39.25,272800,11.5,K 
252.7963,-39.3,272801,11.7,G0
252.9275,-39.4171,272802,12.7,F5
252.8724,-39.4871,272803,11.6,F5
253.1011,-39.4971,272804,12.5,G5
253.1526,-39.5909,272805,11.9,F8
253.2741,-39.4663,272806,11.5,K 
253.2285,-39.2321,272807,11.7,G0
253.1006,-39.1566,272808,10.6,G0
253.3102,-39.0401,272809,11.5,F8
253.4123,-39.0516,272810,10.4,G0
253.5083,-39.1296,272811,12.5,G5
253.5894,-39.1543,272812,11.8,F8
253.516,-39.241,272813,11.8,K0
253.5115,-39.2564,272814,11.7,G0
253.4576,-39.2848,272815,11.7,G0
253.5263,-39.5511,272816,12,F5
253.8276,-39.3878,272817,11.7,F2
253.8924,-39.3143,272818,11.7,K7
253.9347,-39.0907,272819,11.5,G5
253.8762,-39.0383,272820,12,K5
254.1847,-39.111,272821,11.7,G0
254.2581,-39.1626,272822,10.8,G0
254.2363,-39.2358,272823,11.6,G5
254.1332,-39.6018,272824,12.2,G5
254.4338,-39.5897,272825,11.2,K2
254.6248,-39.5578,272826,12,F8
254.8591,-39.5386,272827,12.7,G 
254.7148,-39.2455,272828,12.6,G5
254.7936,-39.222,272829,11.7,F8
